DiseaseName	PMID	Sentence index	The # of total tokens	Location of token
parkinson Disease	21884132	2	9	5
parkinson Disease	21884132	3	30	1
parkinson Disease	21884132	3	30	1
parkinson Disease	21884132	3	30	1
parkinson Disease	21881837	3	20	18
parkinson Disease	21881837	3	20	18
parkinson Disease	21881837	3	20	18
parkinson Disease	21881837	10	24	22
parkinson Disease	21881837	10	24	22
parkinson Disease	21881837	10	24	22
parkinson Disease	21881474	2	10	6
parkinson Disease	21881474	2	10	6
parkinson Disease	21881474	2	10	6
parkinson Disease	21881474	13	27	26
parkinson Disease	21881474	13	27	26
parkinson Disease	21881474	13	27	26
parkinson Disease	21881473	2	12	11
parkinson Disease	21881473	2	12	11
parkinson Disease	21881473	2	12	11
parkinson Disease	21881473	3	23	13
parkinson Disease	21881473	4	29	9
parkinson Disease	21881473	4	29	9
parkinson Disease	21881473	4	29	9
parkinson Disease	21881468	3	25	8
parkinson Disease	21881468	3	25	8
parkinson Disease	21881468	3	25	8
parkinson Disease	21881468	7	19	8
parkinson Disease	21881468	7	19	8
parkinson Disease	21881468	7	19	8
parkinson Disease	21881468	10	21	6
parkinson Disease	21881468	10	21	6
parkinson Disease	21881468	10	21	6
parkinson Disease	21881468	11	33	15
parkinson Disease	21880913	2	19	18
parkinson Disease	21880913	2	19	18
parkinson Disease	21880913	2	19	18
parkinson Disease	21880913	8	26	25
parkinson Disease	21880913	8	26	25
parkinson Disease	21880913	8	26	25
parkinson Disease	21880335	4	14	4
parkinson Disease	21880335	4	14	4
parkinson Disease	21880335	4	14	4
parkinson Disease	21880335	8	25	12
parkinson Disease	21880335	8	25	12
parkinson Disease	21880335	8	25	12
parkinson Disease	21880334	2	9	8
parkinson Disease	21880334	2	9	8
parkinson Disease	21880334	2	9	8
parkinson Disease	21880334	3	18	4
parkinson Disease	21880334	3	18	4
parkinson Disease	21880334	3	18	4
parkinson Disease	21878689	2	12	1
parkinson Disease	21878689	2	12	1
parkinson Disease	21878689	2	12	1
parkinson Disease	21878689	3	20	18
parkinson Disease	21878689	3	20	18
parkinson Disease	21878689	3	20	18
parkinson Disease	21878363	2	6	5
parkinson Disease	21878363	2	6	5
parkinson Disease	21878363	2	6	5
parkinson Disease	21878363	3	39	6
parkinson Disease	21878363	3	39	6
parkinson Disease	21878363	3	39	6
parkinson Disease	21878213	2	8	7
parkinson Disease	21878213	2	8	7
parkinson Disease	21878213	2	8	7
parkinson Disease	21878213	3	62	16
parkinson Disease	21878213	3	62	16
parkinson Disease	21878213	3	62	16
parkinson Disease	21878213	11	45	35
parkinson Disease	21878213	11	45	35
parkinson Disease	21878213	11	45	35
parkinson Disease	21877033	2	17	13
parkinson Disease	21877033	3	11	9
parkinson Disease	21877033	3	11	9
parkinson Disease	21877033	3	11	9
parkinson Disease	21877033	9	39	22
parkinson Disease	21877033	9	39	22
parkinson Disease	21877033	9	39	22
parkinson Disease	21876529	17	20	19
parkinson Disease	21876529	18	32	29
parkinson Disease	21876465	2	10	9
parkinson Disease	21876465	2	10	9
parkinson Disease	21876465	2	10	9
parkinson Disease	21876465	5	34	26
parkinson Disease	21876194	2	9	7
parkinson Disease	21876194	2	9	7
parkinson Disease	21876194	2	9	7
parkinson Disease	21875422	2	11	10
parkinson Disease	21875422	2	11	10
parkinson Disease	21875422	2	11	10
parkinson Disease	21875422	3	25	6
parkinson Disease	21875422	3	25	6
parkinson Disease	21875422	3	25	6
parkinson Disease	21872587	2	18	17
parkinson Disease	21872587	2	18	17
parkinson Disease	21872587	2	18	17
parkinson Disease	21872587	3	24	23
parkinson Disease	21872587	3	24	23
parkinson Disease	21872587	3	24	23
parkinson Disease	21872587	6	28	22
parkinson Disease	21872441	4	21	18
parkinson Disease	21872441	4	21	18
parkinson Disease	21872441	4	21	18
parkinson Disease	21872355	2	17	15
parkinson Disease	21872355	2	17	15
parkinson Disease	21872355	2	17	15
parkinson Disease	21872355	3	23	14
parkinson Disease	21872355	3	23	14
parkinson Disease	21872355	3	23	14
parkinson Disease	21872276	2	9	8
parkinson Disease	21872276	2	9	8
parkinson Disease	21872276	2	9	8
parkinson Disease	21872276	3	28	18
parkinson Disease	21872276	3	28	18
parkinson Disease	21872276	3	28	18
parkinson Disease	21872276	11	24	13
parkinson Disease	21872276	11	24	13
parkinson Disease	21872276	11	24	13
parkinson Disease	21871902	2	26	25
parkinson Disease	21871902	2	26	25
parkinson Disease	21871902	2	26	25
parkinson Disease	21871902	3	30	10
parkinson Disease	21871902	3	30	10
parkinson Disease	21871902	3	30	10
parkinson Disease	21871844	2	16	15
parkinson Disease	21871844	2	16	15
parkinson Disease	21871844	2	16	15
parkinson Disease	21871844	3	19	3
parkinson Disease	21871844	3	19	3
parkinson Disease	21871844	3	19	3
parkinson Disease	21871538	2	8	7
parkinson Disease	21871538	2	8	7
parkinson Disease	21871538	2	8	7
parkinson Disease	21871538	3	15	11
parkinson Disease	21871538	3	15	11
parkinson Disease	21871538	3	15	11
parkinson Disease	21870999	4	55	19
parkinson Disease	21870999	4	55	19
parkinson Disease	21870999	4	55	19
parkinson Disease	21869721	7	48	17
parkinson Disease	21869721	7	48	17
parkinson Disease	21869721	7	48	17
parkinson Disease	21868039	2	6	5
parkinson Disease	21868039	2	6	5
parkinson Disease	21868039	2	6	5
parkinson Disease	21868039	3	20	1
parkinson Disease	21868039	3	20	1
parkinson Disease	21868039	3	20	1
parkinson Disease	21867400	2	13	8
parkinson Disease	21867400	3	23	17
parkinson Disease	21867400	3	23	17
parkinson Disease	21867400	3	23	17
parkinson Disease	21867400	5	17	15
parkinson Disease	21867400	5	17	15
parkinson Disease	21867400	5	17	16
parkinson Disease	21867400	5	17	16
parkinson Disease	21867400	5	17	16
parkinson Disease	21867400	10	37	29
parkinson Disease	21867400	10	37	29
parkinson Disease	21867400	10	37	29
parkinson Disease	21866175	2	14	2
parkinson Disease	21866175	2	14	2
parkinson Disease	21866175	2	14	2
parkinson Disease	21866175	3	16	14
parkinson Disease	21866175	3	16	14
parkinson Disease	21866175	3	16	14
parkinson Disease	21865882	2	31	30
parkinson Disease	21865882	2	31	30
parkinson Disease	21865882	2	31	30
parkinson Disease	21865882	11	31	19
parkinson Disease	21865882	11	31	19
parkinson Disease	21865882	11	31	19
parkinson Disease	21865760	4	46	22
parkinson Disease	21865760	4	46	22
parkinson Disease	21865760	4	46	22
parkinson Disease	21865652	4	26	11
parkinson Disease	21865652	4	26	11
parkinson Disease	21865652	4	26	11
parkinson Disease	21865651	3	21	1
parkinson Disease	21865651	3	21	1
parkinson Disease	21865651	3	21	1
parkinson Disease	21865317	2	17	16
parkinson Disease	21865317	2	17	16
parkinson Disease	21865317	2	17	16
parkinson Disease	21865317	3	17	1
parkinson Disease	21865317	3	17	1
parkinson Disease	21865317	3	17	1
parkinson Disease	21864849	2	10	9
parkinson Disease	21864849	2	10	9
parkinson Disease	21864849	2	10	9
parkinson Disease	21864849	3	10	8
parkinson Disease	21864849	3	10	8
parkinson Disease	21864849	3	10	8
parkinson Disease	21864557	8	22	15
parkinson Disease	21864527	2	9	8
parkinson Disease	21864527	2	9	8
parkinson Disease	21864527	2	9	8
parkinson Disease	21864527	3	27	2
parkinson Disease	21864527	3	27	2
parkinson Disease	21864527	3	27	2
parkinson Disease	21864078	2	13	5
parkinson Disease	21864068	3	24	13
parkinson Disease	21864068	3	24	13
parkinson Disease	21864068	3	24	13
parkinson Disease	21864066	2	6	5
parkinson Disease	21864066	2	6	5
parkinson Disease	21864066	2	6	5
parkinson Disease	21864066	4	23	10
parkinson Disease	21864066	4	23	10
parkinson Disease	21864066	4	23	10
parkinson Disease	21863741	2	5	4
parkinson Disease	21863741	3	17	7
parkinson Disease	21863741	3	17	7
parkinson Disease	21863741	3	17	7
parkinson Disease	21863741	4	32	26
parkinson Disease	21863741	4	32	26
parkinson Disease	21863741	4	32	26
parkinson Disease	21863007	2	12	1
parkinson Disease	21863007	2	12	1
parkinson Disease	21863007	2	12	1
parkinson Disease	21863007	3	15	7
parkinson Disease	21863007	3	15	7
parkinson Disease	21863007	3	15	7
parkinson Disease	21863007	5	16	13
parkinson Disease	21863007	5	16	13
parkinson Disease	21863007	5	16	13
parkinson Disease	21863007	6	18	9
parkinson Disease	21863007	8	36	32
parkinson Disease	21863007	8	36	32
parkinson Disease	21863007	8	36	32
parkinson Disease	21862738	2	8	7
parkinson Disease	21862738	2	8	7
parkinson Disease	21862738	2	8	7
parkinson Disease	21862438	2	14	5
parkinson Disease	21862438	2	14	5
parkinson Disease	21862438	2	14	5
parkinson Disease	21862438	3	17	8
parkinson Disease	21862438	3	17	8
parkinson Disease	21862438	3	17	8
parkinson Disease	21862038	2	13	9
parkinson Disease	21862038	2	13	9
parkinson Disease	21862038	2	13	9
parkinson Disease	21862038	4	26	17
parkinson Disease	21862038	4	26	17
parkinson Disease	21862038	4	26	17
parkinson Disease	21860778	2	10	9
parkinson Disease	21860778	2	10	9
parkinson Disease	21860778	2	10	9
parkinson Disease	21860778	3	17	3
parkinson Disease	21860778	3	17	3
parkinson Disease	21860778	3	17	3
parkinson Disease	21858182	5	49	19
parkinson Disease	21858182	5	49	19
parkinson Disease	21858182	5	49	19
parkinson Disease	21856692	2	16	10
parkinson Disease	21856692	3	23	15
parkinson Disease	21856692	3	23	15
parkinson Disease	21856692	3	23	15
parkinson Disease	21856586	2	8	6
parkinson Disease	21856586	2	8	6
parkinson Disease	21856586	2	8	6
parkinson Disease	21856585	2	9	8
parkinson Disease	21856585	2	9	8
parkinson Disease	21856585	2	9	8
parkinson Disease	21856319	2	12	6
parkinson Disease	21856319	3	22	1
parkinson Disease	21856319	3	22	1
parkinson Disease	21856319	3	22	1
parkinson Disease	21856205	2	14	7
parkinson Disease	21856205	2	14	7
parkinson Disease	21856205	2	14	7
parkinson Disease	21856205	4	30	15
parkinson Disease	21856205	4	30	15
parkinson Disease	21856205	4	30	15
parkinson Disease	21856205	5	26	5
parkinson Disease	21856205	6	21	5
parkinson Disease	21856205	7	29	26
parkinson Disease	21856205	7	29	26
parkinson Disease	21856205	7	29	26
parkinson Disease	21855895	2	11	7
parkinson Disease	21855895	2	11	7
parkinson Disease	21855895	2	11	7
parkinson Disease	21855895	3	25	23
parkinson Disease	21855895	3	25	23
parkinson Disease	21855895	3	25	23
parkinson Disease	21855627	2	17	16
parkinson Disease	21855627	3	14	12
parkinson Disease	21855627	3	14	12
parkinson Disease	21855627	3	14	12
parkinson Disease	21853051	2	11	7
parkinson Disease	21853051	3	18	16
parkinson Disease	21853051	3	18	16
parkinson Disease	21853051	3	18	16
parkinson Disease	21852951	9	43	12
parkinson Disease	21852951	9	43	12
parkinson Disease	21852951	9	43	12
parkinson Disease	21852238	3	14	1
parkinson Disease	21852238	3	14	1
parkinson Disease	21852238	3	14	1
parkinson Disease	21851954	2	24	7
parkinson Disease	21851954	2	24	7
parkinson Disease	21851954	2	24	7
parkinson Disease	21851954	3	40	26
parkinson Disease	21851954	3	40	26
parkinson Disease	21851954	3	40	26
parkinson Disease	21851616	2	16	15
parkinson Disease	21851616	2	16	15
parkinson Disease	21851616	2	16	15
parkinson Disease	21851616	3	49	7
parkinson Disease	21851616	3	49	7
parkinson Disease	21851616	3	49	7
parkinson Disease	21850687	3	30	18
parkinson Disease	21850687	3	30	18
parkinson Disease	21850687	3	30	18
parkinson Disease	21850279	6	17	15
parkinson Disease	21849941	4	18	8
parkinson Disease	21849641	2	11	10
parkinson Disease	21849641	2	11	10
parkinson Disease	21849641	2	11	10
parkinson Disease	21849641	3	14	6
parkinson Disease	21849641	3	14	6
parkinson Disease	21849641	3	14	6
parkinson Disease	21849493	4	12	3
parkinson Disease	21849493	4	12	3
parkinson Disease	21849493	4	12	3
parkinson Disease	21849176	2	8	7
parkinson Disease	21849176	3	21	1
parkinson Disease	21849176	3	21	1
parkinson Disease	21849176	3	21	1
parkinson Disease	21849175	2	11	7
parkinson Disease	21849174	2	9	8
parkinson Disease	21849174	2	9	8
parkinson Disease	21849174	2	9	8
parkinson Disease	21849174	3	24	5
parkinson Disease	21849174	3	24	5
parkinson Disease	21849174	3	24	5
parkinson Disease	21849167	2	17	13
parkinson Disease	21849167	5	25	23
parkinson Disease	21849167	5	25	23
parkinson Disease	21849167	5	25	23
parkinson Disease	21847085	3	24	9
parkinson Disease	21847085	3	24	9
parkinson Disease	21847085	3	24	9
parkinson Disease	21846993	2	10	9
parkinson Disease	21846993	2	10	9
parkinson Disease	21846993	2	10	9
parkinson Disease	21846992	2	14	13
parkinson Disease	21846992	2	14	13
parkinson Disease	21846992	2	14	13
parkinson Disease	21846992	3	11	7
parkinson Disease	21846992	3	11	7
parkinson Disease	21846992	3	11	7
parkinson Disease	21846727	4	21	1
parkinson Disease	21846727	4	21	1
parkinson Disease	21846727	4	21	1
parkinson Disease	21846727	5	26	16
parkinson Disease	21846727	5	26	16
parkinson Disease	21846727	5	26	16
parkinson Disease	21846476	2	20	19
parkinson Disease	21846476	2	20	19
parkinson Disease	21846476	2	20	19
parkinson Disease	21846476	3	23	21
parkinson Disease	21846476	3	23	21
parkinson Disease	21846476	3	23	21
parkinson Disease	21846220	2	7	6
parkinson Disease	21846220	2	7	6
parkinson Disease	21846220	2	7	6
parkinson Disease	21846220	4	30	10
parkinson Disease	21846220	4	30	10
parkinson Disease	21846220	4	30	10
parkinson Disease	21845593	2	10	9
parkinson Disease	21845593	2	10	9
parkinson Disease	21845593	2	10	9
parkinson Disease	21845593	3	11	8
parkinson Disease	21845593	3	11	8
parkinson Disease	21845593	3	11	9
parkinson Disease	21845593	3	11	9
parkinson Disease	21845593	3	11	9
parkinson Disease	21843964	2	13	10
parkinson Disease	21843964	2	13	10
parkinson Disease	21843964	2	13	10
parkinson Disease	21843964	3	23	19
parkinson Disease	21843964	3	23	19
parkinson Disease	21843964	3	23	19
parkinson Disease	21842440	2	11	8
parkinson Disease	21842440	2	11	8
parkinson Disease	21842440	2	11	8
parkinson Disease	21841671	3	16	1
parkinson Disease	21841671	3	16	1
parkinson Disease	21841671	3	16	1
parkinson Disease	21841671	6	15	6
parkinson Disease	21841671	6	15	6
parkinson Disease	21841671	6	15	6
parkinson Disease	21840789	2	15	5
parkinson Disease	21840542	2	14	5
parkinson Disease	21840542	2	14	5
parkinson Disease	21840542	2	14	5
parkinson Disease	21840542	3	23	14
parkinson Disease	21840542	5	40	16
parkinson Disease	21840542	5	40	16
parkinson Disease	21840542	5	40	16
parkinson Disease	21840242	2	15	2
parkinson Disease	21840242	2	15	2
parkinson Disease	21840242	2	15	2
parkinson Disease	21840242	3	33	26
parkinson Disease	21840242	3	33	26
parkinson Disease	21840242	3	33	26
parkinson Disease	21839756	2	7	6
parkinson Disease	21839756	2	7	6
parkinson Disease	21839756	2	7	6
parkinson Disease	21839756	3	14	1
parkinson Disease	21839756	3	14	1
parkinson Disease	21839756	3	14	1
parkinson Disease	21839480	2	9	8
parkinson Disease	21839480	2	9	8
parkinson Disease	21839480	2	9	8
parkinson Disease	21839480	6	23	21
parkinson Disease	21839480	6	23	21
parkinson Disease	21839480	6	23	21
parkinson Disease	21839478	2	9	8
parkinson Disease	21839478	2	9	8
parkinson Disease	21839478	2	9	8
parkinson Disease	21839478	3	16	15
parkinson Disease	21839478	3	16	15
parkinson Disease	21839478	3	16	15
parkinson Disease	21838671	3	19	7
parkinson Disease	21838671	3	19	7
parkinson Disease	21838671	3	19	7
parkinson Disease	21838506	2	11	10
parkinson Disease	21838506	2	11	10
parkinson Disease	21838506	2	11	10
parkinson Disease	21838506	3	31	17
parkinson Disease	21838506	3	31	17
parkinson Disease	21838506	3	31	17
parkinson Disease	21836035	2	15	4
parkinson Disease	21836035	2	15	4
parkinson Disease	21836035	2	15	4
parkinson Disease	21836035	3	32	9
parkinson Disease	21836035	3	32	9
parkinson Disease	21836035	3	32	9
parkinson Disease	21836031	2	12	11
parkinson Disease	21836031	2	12	11
parkinson Disease	21836031	2	12	11
parkinson Disease	21836031	3	34	11
parkinson Disease	21836031	3	34	11
parkinson Disease	21836031	3	34	11
parkinson Disease	21834788	2	15	2
parkinson Disease	21834788	4	24	23
parkinson Disease	21834788	4	24	23
parkinson Disease	21834788	4	24	23
parkinson Disease	21834788	4	24	2
parkinson Disease	21834788	7	28	10
parkinson Disease	21833065	2	8	4
parkinson Disease	21832222	3	33	24
parkinson Disease	21832222	3	33	24
parkinson Disease	21832222	3	33	24
parkinson Disease	21832218	2	11	5
parkinson Disease	21832218	3	35	24
parkinson Disease	21832218	3	35	24
parkinson Disease	21832218	3	35	24
parkinson Disease	21832218	6	54	20
parkinson Disease	21832218	6	54	20
parkinson Disease	21832218	6	54	20
parkinson Disease	21832218	9	15	4
parkinson Disease	21832218	9	15	4
parkinson Disease	21832218	9	15	4
parkinson Disease	21832216	2	10	5
parkinson Disease	21832216	3	17	3
parkinson Disease	21832216	3	17	3
parkinson Disease	21832216	3	17	3
parkinson Disease	21832216	6	31	10
parkinson Disease	21832216	6	31	10
parkinson Disease	21832216	6	31	10
parkinson Disease	21832215	2	10	9
parkinson Disease	21832215	2	10	9
parkinson Disease	21832215	2	10	9
parkinson Disease	21832215	3	19	17
parkinson Disease	21832215	3	19	17
parkinson Disease	21832215	3	19	17
parkinson Disease	21832214	2	11	4
parkinson Disease	21832214	3	31	14
parkinson Disease	21832214	3	31	14
parkinson Disease	21832214	3	31	14
parkinson Disease	21832212	2	9	7
parkinson Disease	21832212	2	9	7
parkinson Disease	21832212	2	9	7
parkinson Disease	21832061	3	22	21
parkinson Disease	21832061	3	22	21
parkinson Disease	21832061	3	22	21
parkinson Disease	21832061	15	22	21
parkinson Disease	21832061	15	22	21
parkinson Disease	21832061	15	22	21
parkinson Disease	21832049	3	60	21
parkinson Disease	21832049	3	60	21
parkinson Disease	21832049	3	60	21
parkinson Disease	21831682	4	48	31
parkinson Disease	21831400	2	9	8
parkinson Disease	21831400	2	9	8
parkinson Disease	21831400	2	9	8
parkinson Disease	21831400	3	23	6
parkinson Disease	21831400	3	23	6
parkinson Disease	21831400	3	23	6
parkinson Disease	21831400	9	27	26
parkinson Disease	21831400	9	27	26
parkinson Disease	21831400	9	27	26
parkinson Disease	21831297	2	13	12
parkinson Disease	21831297	2	13	12
parkinson Disease	21831297	2	13	12
parkinson Disease	21831297	3	30	9
parkinson Disease	21831297	3	30	9
parkinson Disease	21831297	3	30	9
parkinson Disease	21829882	2	11	7
parkinson Disease	21829612	3	37	7
parkinson Disease	21829596	2	7	6
parkinson Disease	21829596	2	7	6
parkinson Disease	21829596	2	7	6
parkinson Disease	21829596	3	20	12
parkinson Disease	21829596	3	20	12
parkinson Disease	21829596	3	20	12
parkinson Disease	21827877	2	2	1
parkinson Disease	21827877	2	2	1
parkinson Disease	21827877	2	2	1
parkinson Disease	21827489	3	18	16
parkinson Disease	21827489	3	18	16
parkinson Disease	21827489	3	18	16
parkinson Disease	21826887	2	9	8
parkinson Disease	21826887	2	9	8
parkinson Disease	21826887	2	9	8
parkinson Disease	21826887	3	19	1
parkinson Disease	21826887	3	19	1
parkinson Disease	21826887	3	19	1
parkinson Disease	21825240	2	11	4
parkinson Disease	21825240	3	32	11
parkinson Disease	21825240	3	32	11
parkinson Disease	21825240	3	32	11
parkinson Disease	21825240	9	13	8
parkinson Disease	21825240	9	13	8
parkinson Disease	21825240	9	13	8
parkinson Disease	21825239	4	11	9
parkinson Disease	21825239	4	11	10
parkinson Disease	21825239	4	11	10
parkinson Disease	21825239	4	11	10
parkinson Disease	21825238	12	32	23
parkinson Disease	21825213	2	11	7
parkinson Disease	21825213	3	21	19
parkinson Disease	21825213	3	21	19
parkinson Disease	21825213	3	21	19
parkinson Disease	21825213	4	34	20
parkinson Disease	21825213	4	34	20
parkinson Disease	21825213	4	34	20
parkinson Disease	21825213	9	30	10
parkinson Disease	21825213	9	30	10
parkinson Disease	21825213	9	30	10
parkinson Disease	21825080	2	16	11
parkinson Disease	21825080	3	31	13
parkinson Disease	21825080	3	31	13
parkinson Disease	21825080	3	31	13
parkinson Disease	21824799	2	14	13
parkinson Disease	21824799	2	14	13
parkinson Disease	21824799	2	14	13
parkinson Disease	21824799	3	17	15
parkinson Disease	21824799	3	17	15
parkinson Disease	21824799	3	17	15
parkinson Disease	21824629	2	11	5
parkinson Disease	21824629	3	12	1
parkinson Disease	21824629	3	12	1
parkinson Disease	21824629	3	12	1
parkinson Disease	21822547	4	35	33
parkinson Disease	21822547	5	19	2
parkinson Disease	21822547	5	19	2
parkinson Disease	21822547	5	19	3
parkinson Disease	21822547	5	19	3
parkinson Disease	21822547	5	19	3
parkinson Disease	21821107	10	22	20
parkinson Disease	21821107	10	22	20
parkinson Disease	21821107	10	22	20
parkinson Disease	21820940	2	16	15
parkinson Disease	21820940	3	38	30
parkinson Disease	21820940	3	38	30
parkinson Disease	21820940	3	38	30
parkinson Disease	21820940	4	23	6
parkinson Disease	21820940	4	23	6
parkinson Disease	21820940	4	23	6
parkinson Disease	21820940	5	41	12
parkinson Disease	21820940	5	41	12
parkinson Disease	21820940	5	41	12
parkinson Disease	21820940	6	18	14
parkinson Disease	21820940	6	18	14
parkinson Disease	21820940	6	18	14
parkinson Disease	21820940	10	22	7
parkinson Disease	21820940	10	22	7
parkinson Disease	21820940	10	22	7
parkinson Disease	21820129	2	17	16
parkinson Disease	21820129	2	17	16
parkinson Disease	21820129	2	17	16
parkinson Disease	21820129	3	12	1
parkinson Disease	21820129	3	12	1
parkinson Disease	21820129	3	12	1
parkinson Disease	21819982	2	17	8
parkinson Disease	21819188	2	11	10
parkinson Disease	21819188	2	11	10
parkinson Disease	21819188	2	11	10
parkinson Disease	21819188	3	13	4
parkinson Disease	21819188	3	13	4
parkinson Disease	21819188	3	13	4
parkinson Disease	21819188	4	25	5
parkinson Disease	21819188	4	25	5
parkinson Disease	21819188	4	25	5
parkinson Disease	21817179	2	14	8
parkinson Disease	21817179	7	19	12
parkinson Disease	21817179	8	21	20
parkinson Disease	21817179	8	21	20
parkinson Disease	21817179	8	21	20
parkinson Disease	21816921	2	19	16
parkinson Disease	21816921	2	19	16
parkinson Disease	21816921	2	19	16
parkinson Disease	21815648	2	21	20
parkinson Disease	21815648	2	21	20
parkinson Disease	21815648	2	21	20
parkinson Disease	21815648	3	17	9
parkinson Disease	21815648	3	17	9
parkinson Disease	21815648	3	17	9
parkinson Disease	21813820	4	24	18
parkinson Disease	21813326	3	47	39
parkinson Disease	21813326	3	47	39
parkinson Disease	21813326	3	47	39
parkinson Disease	21813140	2	17	7
parkinson Disease	21813140	2	17	7
parkinson Disease	21813140	2	17	7
parkinson Disease	21813140	3	16	8
parkinson Disease	21813140	3	16	8
parkinson Disease	21813140	3	16	8
parkinson Disease	21813030	2	11	3
parkinson Disease	21813030	2	11	3
parkinson Disease	21813030	2	11	3
parkinson Disease	21813030	3	17	7
parkinson Disease	21813030	3	17	7
parkinson Disease	21813030	3	17	7
parkinson Disease	21812969	2	14	8
parkinson Disease	21812969	2	14	8
parkinson Disease	21812969	2	14	8
parkinson Disease	21812969	3	19	4
parkinson Disease	21812969	3	19	4
parkinson Disease	21812969	3	19	4
parkinson Disease	21812497	2	5	4
parkinson Disease	21812497	2	5	4
parkinson Disease	21812497	2	5	4
parkinson Disease	21812497	3	29	1
parkinson Disease	21812497	3	29	1
parkinson Disease	21812497	3	29	1
parkinson Disease	21812418	2	15	10
parkinson Disease	21812418	3	23	13
parkinson Disease	21812035	2	8	1
parkinson Disease	21811128	2	12	11
parkinson Disease	21811128	2	12	11
parkinson Disease	21811128	2	12	11
parkinson Disease	21811128	3	20	19
parkinson Disease	21811128	3	20	19
parkinson Disease	21811128	3	20	19
parkinson Disease	21811128	4	19	18
parkinson Disease	21811128	4	19	18
parkinson Disease	21811128	4	19	18
parkinson Disease	21811128	5	18	7
parkinson Disease	21811128	5	18	7
parkinson Disease	21811128	5	18	7
parkinson Disease	21811128	13	19	6
parkinson Disease	21811128	13	19	6
parkinson Disease	21811128	13	19	6
parkinson Disease	21810701	2	14	13
parkinson Disease	21810701	2	14	13
parkinson Disease	21810701	2	14	13
parkinson Disease	21810464	2	13	1
parkinson Disease	21810464	3	18	13
parkinson Disease	21810464	3	18	13
parkinson Disease	21810464	3	18	13
parkinson Disease	21810444	2	15	14
parkinson Disease	21810444	2	15	14
parkinson Disease	21810444	2	15	14
parkinson Disease	21810444	3	31	22
parkinson Disease	21810444	5	26	25
parkinson Disease	21809600	2	8	4
parkinson Disease	21809586	3	24	11
parkinson Disease	21809586	3	24	11
parkinson Disease	21809586	3	24	11
parkinson Disease	21809259	8	8	5
parkinson Disease	21809259	8	8	5
parkinson Disease	21809259	8	8	5
parkinson Disease	21808748	2	14	13
parkinson Disease	21808748	2	14	13
parkinson Disease	21808748	2	14	13
parkinson Disease	21808748	3	23	10
parkinson Disease	21808748	3	23	10
parkinson Disease	21808748	3	23	10
parkinson Disease	21808735	9	37	17
parkinson Disease	21808735	9	37	17
parkinson Disease	21808735	9	37	17
parkinson Disease	21808724	2	16	8
parkinson Disease	21808724	4	14	5
parkinson Disease	21808724	4	14	5
parkinson Disease	21808724	4	14	5
parkinson Disease	21808232	2	4	2
parkinson Disease	21808232	2	4	2
parkinson Disease	21808232	2	4	2
parkinson Disease	21807381	2	10	9
parkinson Disease	21807381	2	10	9
parkinson Disease	21807381	2	10	9
parkinson Disease	21807381	3	17	7
parkinson Disease	21807381	3	17	7
parkinson Disease	21807381	3	17	7
parkinson Disease	21807139	2	13	8
parkinson Disease	21807139	3	40	17
parkinson Disease	21807139	3	40	17
parkinson Disease	21807139	3	40	17
parkinson Disease	21807139	5	7	2
parkinson Disease	21807139	5	7	2
parkinson Disease	21807139	5	7	2
parkinson Disease	21806997	3	26	25
parkinson Disease	21806997	3	26	25
parkinson Disease	21806997	3	26	25
parkinson Disease	21804674	2	13	12
parkinson Disease	21804674	2	13	12
parkinson Disease	21804674	2	13	12
parkinson Disease	21804674	4	25	2
parkinson Disease	21804674	4	25	2
parkinson Disease	21804674	4	25	2
parkinson Disease	21804282	6	44	41
parkinson Disease	21804280	2	11	5
parkinson Disease	21804280	3	17	15
parkinson Disease	21804280	3	17	15
parkinson Disease	21804280	3	17	15
parkinson Disease	21803216	2	4	3
parkinson Disease	21803216	2	4	3
parkinson Disease	21803216	2	4	3
parkinson Disease	21803216	3	15	13
parkinson Disease	21803216	3	15	14
parkinson Disease	21803216	3	15	14
parkinson Disease	21803216	3	15	14
parkinson Disease	21802694	2	14	5
parkinson Disease	21802694	3	23	11
parkinson Disease	21802694	3	23	11
parkinson Disease	21802694	3	23	11
parkinson Disease	21802341	2	16	4
parkinson Disease	21802341	2	16	4
parkinson Disease	21802341	2	16	5
parkinson Disease	21802341	2	16	5
parkinson Disease	21802341	2	16	5
parkinson Disease	21802341	3	39	14
parkinson Disease	21802341	3	39	14
parkinson Disease	21802341	3	39	14
parkinson Disease	21801451	2	13	5
parkinson Disease	21801451	3	34	19
parkinson Disease	21801451	5	20	3
parkinson Disease	21801451	5	20	3
parkinson Disease	21801451	5	20	4
parkinson Disease	21801451	5	20	4
parkinson Disease	21801451	5	20	4
parkinson Disease	21801451	12	47	42
parkinson Disease	21801451	12	47	42
parkinson Disease	21801451	12	47	42
parkinson Disease	21800960	3	25	24
parkinson Disease	21800960	3	25	24
parkinson Disease	21800960	3	25	24
parkinson Disease	21799880	2	10	9
parkinson Disease	21799880	2	10	9
parkinson Disease	21799880	2	10	9
parkinson Disease	21799880	3	16	11
parkinson Disease	21799880	3	16	11
parkinson Disease	21799880	3	16	11
parkinson Disease	21799880	5	27	18
parkinson Disease	21799880	5	27	18
parkinson Disease	21799880	5	27	18
parkinson Disease	21799870	3	9	8
parkinson Disease	21799870	3	9	8
parkinson Disease	21799870	3	9	8
parkinson Disease	21799745	2	17	8
