GeneName	PMID	Sentence index	The # of total tokens	Location of token
5080	21738687	14	33	6
6688	21738687	14	33	8
1984	21738488	2	10	1
1984	21738488	3	30	1
6688	21738488	3	30	7
6418	21738488	4	24	12
6678	21738488	4	24	10
6688	21738488	4	24	4
1984	21738488	5	23	10
6418	21738488	5	23	12
6678	21738488	5	23	17
6688	21738488	5	23	13
6418	21738488	6	24	5
6688	21738488	6	24	6
6688	21738488	7	23	2
1984	21738488	8	48	2
6688	21738488	8	48	4
1984	21738487	2	16	10
1984	21738487	3	23	18
6688	21738487	3	23	4
1984	21738487	4	33	22
6678	21738487	4	33	21
6688	21738487	4	33	18
81624	21738487	5	36	34
5080	21738487	5	36	34
950	21738487	5	36	11
1984	21738487	7	26	3
6678	21738487	7	26	2
6688	21738487	7	26	20
6688	21738487	8	39	14
1984	21738487	9	44	4
6688	21738487	9	44	12
1984	21738024	3	32	16
6678	21738024	3	32	29
6688	21738024	3	32	18
922	21738024	5	22	2
1786	21738024	5	22	2
6688	21738024	5	22	3
613	21738024	7	15	1
1984	21738024	7	15	4
6678	21738024	7	15	8
1984	21738024	8	11	7
3033	21738024	8	11	6
6688	21738024	8	11	3
1984	21738024	9	23	5
6688	21738024	9	23	18
1984	21738024	11	18	5
6688	21738024	12	20	6
1984	21737877	2	16	11
6688	21737877	2	16	2
81624	21737877	3	20	1
1984	21737877	3	20	13
5080	21737877	3	20	1
6688	21737877	3	20	17
1984	21737877	5	31	27
6688	21737877	5	31	19
1984	21737877	7	26	22
6688	21737877	7	26	3
3036	21737877	9	44	7
6688	21737877	9	44	19
6688	21737877	10	23	6
6688	21737418	2	17	8
1984	21737418	4	37	1
3036	21737418	4	37	13
6688	21737418	4	37	23
1984	21737418	5	30	23
6688	21737418	5	30	19
1984	21737418	6	25	22
3036	21737418	6	25	3
6688	21737418	6	25	7
5179	21737418	7	23	21
5179	21737418	8	28	13
6688	21737418	8	28	6
10899	21737418	9	20	10
6688	21737418	9	20	4
1984	21737418	11	21	7
6688	21737418	11	21	6
4280	21737418	12	24	9
5173	21737418	12	24	7
6688	21737418	12	24	3
6688	21737418	13	23	21
6688	21737418	14	33	21
1984	21737311	4	28	16
6688	21737311	4	28	3
1984	21737311	6	32	18
6688	21737311	6	32	12
6688	21737311	7	11	3
1984	21737311	8	30	10
3033	21737311	8	30	3
6688	21737311	8	30	13
6688	21737311	9	10	3
1984	21736911	2	15	10
6678	21736911	2	15	9
6688	21736911	2	15	6
81624	21736911	3	26	19
5080	21736911	3	26	19
6678	21736911	3	26	12
6688	21736911	3	26	8
81624	21736911	4	21	1
5080	21736911	4	21	1
6688	21736911	4	21	4
5426	21736911	6	26	11
4280	21736911	6	26	6
6688	21736911	6	26	4
81624	21736911	7	29	25
5080	21736911	7	29	25
6688	21736911	7	29	3
4280	21736911	8	14	11
6688	21736911	8	14	3
1057	21736911	9	26	8
6688	21736911	9	26	7
1057	21736911	10	19	8
6688	21736911	10	19	7
613	21736911	12	14	13
6688	21736911	12	14	8
81624	21736911	13	33	25
5080	21736911	13	33	25
6678	21736911	13	33	27
6688	21736911	13	33	3
81624	21736911	14	17	12
5080	21736911	14	17	12
6678	21736911	14	17	11
6688	21736911	14	17	16
1984	21736911	15	17	3
4280	21736911	15	17	12
6688	21736911	15	17	10
6688	21736878	2	11	2
6678	21736878	3	22	16
81624	21736878	4	24	11
10922	21736878	4	24	13
1984	21736878	4	24	6
5080	21736878	4	24	11
6688	21736878	4	24	10
10922	21736878	5	13	7
6688	21736878	5	13	5
6688	21736878	6	21	9
6688	21736878	7	33	5
1984	21735482	2	11	8
6688	21735482	4	21	4
1984	21735482	5	34	27
6688	21735482	5	34	3
3033	21735482	6	16	13
6678	21735482	6	16	10
7776	21735482	7	36	17
6688	21735482	8	16	8
7776	21735482	8	16	14
6688	21734494	2	7	2
6678	21734494	3	25	12
6688	21734494	3	25	7
84894	21734494	4	41	35
1984	21734494	4	41	12
6688	21734494	4	41	14
6688	21734494	5	26	3
1984	21734494	6	22	9
65018	21734494	6	22	6
6678	21734494	6	22	3
6688	21734494	6	22	20
120892	21734494	7	16	1
3036	21734494	7	16	2
3036	21734494	8	17	13
1984	21734494	9	11	4
6688	21734494	9	11	3
1984	21734494	10	30	13
6688	21734494	10	30	12
6688	21734494	11	12	5
3036	21734494	12	12	8
1057	21734329	2	10	9
6688	21734329	2	10	8
3036	21734329	3	28	8
6688	21734329	3	28	12
1984	21734329	4	17	15
6688	21734329	4	17	6
28905	21734329	6	26	8
6688	21734329	6	26	6
728695	21734329	6	26	8
1984	21734329	7	8	3
3036	21734329	7	8	2
51761	21734329	8	32	32
1057	21734329	8	32	24
1984	21734329	8	32	6
6688	21734329	8	32	2
1057	21734329	9	25	24
6688	21734329	9	25	9
6678	21734329	10	56	1
6688	21734329	10	56	11
6688	21734329	11	33	5
28905	21734329	12	32	24
6678	21734329	12	32	1
6688	21734329	12	32	9
728695	21734329	12	32	24
1057	21734329	13	34	26
6688	21734329	13	34	9
2629	21734182	4	26	7
6688	21734182	6	33	14
1984	21734182	8	27	7
3033	21734182	8	27	6
6688	21734182	8	27	9
1984	21734182	9	17	4
6688	21734182	9	17	7
6688	21734182	11	22	16
55364	21733529	2	18	2
6678	21733529	2	18	8
6688	21733529	2	18	3
6688	21733529	3	19	5
1984	21733529	4	8	5
55364	21733529	5	24	7
1984	21733529	5	24	20
6678	21733529	5	24	10
6688	21733529	5	24	8
1984	21733529	6	42	9
6688	21733529	6	42	11
7439	21733529	7	20	13
1984	21733529	7	20	3
4036	21733529	7	20	9
6688	21733529	9	26	22
6688	21733529	10	28	3
150921	21733529	10	28	2
81624	21733529	11	36	1
1984	21733529	11	36	11
5080	21733529	11	36	1
6688	21733529	11	36	7
1984	21733529	12	47	12
1984	21733194	2	11	7
6688	21733194	3	16	11
6688	21733194	4	13	5
6688	21733194	5	11	8
1984	21733194	7	10	8
6678	21733194	7	10	2
6678	21733194	8	19	17
6688	21733194	8	19	3
6688	21733194	9	15	8
1984	21733194	10	27	3
6688	21733194	10	27	16
7776	21733194	10	27	25
1984	21733194	11	25	3
6688	21733194	11	25	11
1984	21733194	12	33	4
6688	21733194	12	33	32
1984	21733194	14	33	20
6688	21733194	14	33	16
1984	21733194	15	19	13
6688	21733194	15	19	3
6688	21733194	16	13	12
6688	21731989	2	13	7
1984	21731989	4	12	10
1984	21731989	5	18	4
6678	21731989	7	19	7
6688	21731989	7	19	3
6688	21731658	3	20	9
6688	21731658	4	29	17
81624	21731658	5	26	6
1984	21731658	5	26	23
5080	21731658	5	26	6
6688	21731658	5	26	22
1984	21731658	6	21	18
6678	21731658	6	21	10
6688	21731658	6	21	14
81624	21731658	7	23	10
613	21731658	7	23	14
5080	21731658	7	23	10
81624	21731658	8	33	18
1984	21731658	8	33	24
5080	21731658	8	33	18
6678	21731658	8	33	2
6688	21731658	8	33	5
9215	21731658	9	14	3
6678	21731658	9	14	7
6688	21731658	10	15	12
613	21731658	11	33	25
1984	21731658	11	33	1
2861	21731658	11	33	15
3036	21731658	11	33	8
6688	21731658	11	33	26
1984	21731658	12	28	3
3036	21731658	12	28	7
6688	21731658	12	28	11
1984	21731658	13	13	1
3036	21731658	13	13	4
6688	21731633	4	20	17
6678	21731633	5	16	9
1984	21731633	6	28	24
6688	21731633	6	28	27
6688	21731633	8	19	10
6688	21731633	9	44	7
759	21731633	10	25	22
6688	21731633	10	25	12
4318	21731633	11	24	17
1984	21731633	13	19	5
6688	21731633	13	19	8
1984	21730160	2	16	11
6688	21730160	2	16	3
1984	21730160	3	21	7
1984	21730160	4	32	6
6688	21730160	4	32	9
1984	21730160	5	38	17
4280	21730160	5	38	11
6688	21730160	5	38	2
4280	21730160	6	21	14
6688	21730160	6	21	5
1984	21730160	7	29	24
2629	21730160	7	29	9
81624	21730104	2	15	8
5080	21730104	2	15	8
6688	21730104	2	15	4
6688	21729402	2	17	2
1984	21729402	3	19	16
6688	21729402	3	19	15
922	21729402	4	33	2
1786	21729402	4	33	2
6688	21729402	4	33	3
3036	21729402	5	10	8
6688	21729402	5	10	5
6532	21729402	6	34	8
1984	21729402	8	28	5
6678	21729402	8	28	8
6688	21729402	8	28	14
6532	21729402	10	21	14
6688	21729402	10	21	6
613	21729402	11	12	10
6678	21729402	11	12	3
6532	21729402	12	20	20
1984	21729402	12	20	12
6688	21729402	12	20	8
1984	21728911	2	19	1
6688	21728911	2	19	4
6688	21728911	3	23	2
1984	21728911	7	13	6
4810	21728911	7	13	8
7439	21728911	9	26	23
6678	21728911	9	26	12
81624	21728911	10	14	11
5080	21728911	10	14	11
6678	21728911	10	14	3
81624	21728911	11	21	4
5080	21728911	11	21	4
6688	21728911	11	21	9
6678	21728911	12	26	6
6688	21728911	12	26	15
6688	21728911	13	19	8
81624	21728911	14	16	3
5080	21728911	14	16	3
6688	21728911	14	16	12
81624	21728911	16	21	4
5080	21728911	16	21	4
6688	21728911	17	16	14
6678	21728428	3	29	3
1984	21728428	4	10	7
1984	21728428	5	28	8
6688	21728428	5	28	7
6688	21728428	6	38	21
1984	21728428	7	20	8
1984	21728428	9	32	14
6688	21728428	9	32	17
1984	21728428	10	16	6
81624	21728428	12	24	7
1984	21728428	12	24	18
3036	21728428	12	24	17
5080	21728428	12	24	7
6688	21728428	12	24	6
6678	21728428	13	18	16
6688	21726554	2	16	4
1984	21726554	3	20	14
6688	21726554	3	20	16
3036	21726554	4	33	9
6678	21726554	4	33	31
6688	21726554	4	33	5
6678	21726554	5	29	16
6688	21726554	5	29	8
6688	21726554	6	27	14
1984	21726554	7	33	20
6688	21726554	7	33	24
6688	21726554	8	28	8
6688	21726554	9	27	20
6678	21726554	10	28	6
6688	21726554	10	28	3
6688	21726554	11	27	9
6688	21726270	2	8	6
6688	21726270	6	22	17
5833	21726270	7	5	4
81624	21726270	8	32	9
759	21726270	8	32	30
1984	21726270	8	32	2
5080	21726270	8	32	9
6688	21726270	8	32	5
1984	21726270	9	17	15
6688	21726270	11	34	8
1984	21726270	13	37	21
6688	21726270	13	37	9
150921	21726270	13	37	8
6688	21726270	14	13	3
6688	21726270	16	19	2
1984	21726270	17	34	14
6688	21725324	2	11	3
1984	21725324	3	23	14
6688	21725324	3	23	2
3036	21725324	4	22	8
6688	21725324	4	22	4
4504	21725324	5	17	14
6688	21725324	5	17	4
1057	21725324	6	41	40
1984	21725324	6	41	4
6418	21725324	6	41	6
6688	21725324	6	41	7
1057	21725324	9	27	25
3425	21725324	9	27	4
6688	21725324	9	27	3
1984	21725254	3	11	6
7439	21725254	4	22	19
6688	21725254	4	22	8
6688	21725254	5	11	6
6678	21725254	6	38	24
6688	21725254	6	38	29
6688	21725254	12	26	15
6678	21725254	13	45	44
6688	21725254	13	45	3
6688	21725254	14	23	10
922	21725242	3	21	2
1786	21725242	3	21	2
6688	21725242	3	21	14
1984	21725242	4	19	16
9215	21725242	4	19	1
6688	21725242	4	19	18
1984	21725242	7	18	7
6688	21725242	10	25	22
81624	21725242	12	30	11
5080	21725242	12	30	11
6688	21725242	12	30	13
6688	21725093	2	17	7
23400	21724849	2	10	9
6688	21724849	2	10	2
23400	21724849	3	23	4
6688	21724849	3	23	22
23400	21724849	4	15	1
1769	21724849	4	15	7
1984	21724849	4	15	3
6688	21724849	5	12	2
23400	21724849	6	21	10
6688	21724849	6	21	9
23400	21724849	7	28	12
1057	21724849	7	28	18
23400	21724849	8	20	4
64663	21724849	8	20	12
23400	21724849	9	8	3
23400	21724849	10	19	5
1984	21724849	11	11	4
6688	21724849	11	11	7
6678	21724446	2	10	4
6688	21724446	2	10	2
6688	21724446	4	26	12
1984	21724446	5	22	19
4504	21724446	6	20	6
613	21724446	7	22	1
1984	21724446	7	22	4
613	21724446	8	32	5
6688	21724446	8	32	29
1984	21724446	9	21	16
6688	21724446	9	21	18
1984	21724446	10	29	17
6688	21724446	10	29	20
6688	21724402	2	10	6
1984	21724402	3	16	5
6688	21724402	3	16	2
1984	21724402	4	12	10
1984	21724402	5	25	20
1984	21724402	6	25	9
6688	21724402	6	25	12
6688	21724402	7	24	7
6688	21724193	2	15	12
6688	21724193	4	37	16
1984	21724193	5	20	16
1984	21724193	7	27	14
3033	21724193	10	15	4
1984	21724193	15	61	4
6678	21724193	15	61	42
6688	21724193	15	61	6
1984	21723913	2	9	2
6688	21723913	3	18	6
81624	21723913	4	31	9
5080	21723913	4	31	9
1057	21723913	5	30	13
6688	21723913	5	30	3
6688	21723913	6	19	17
6678	21723913	7	33	17
6688	21723913	7	33	3
6678	21723913	8	30	7
6688	21723913	8	30	10
6678	21723913	9	26	12
6688	21723913	9	26	15
6688	21723913	10	13	6
6688	21723913	11	8	6
1984	21723913	12	27	12
6688	21723913	12	27	6
5047	21723784	4	9	4
81624	21723784	5	11	6
2629	21723784	5	11	10
5080	21723784	5	11	6
6688	21723784	5	11	9
1984	21723784	8	12	7
3036	21723784	8	12	3
6688	21723784	9	26	2
6688	21723568	2	15	9
6688	21723568	3	18	13
6688	21723568	5	33	32
3036	21722545	3	19	7
6688	21722545	3	19	3
6688	21722545	4	20	14
1984	21722545	5	31	5
3034	21722545	5	31	27
6688	21722545	5	31	15
81624	21722545	6	24	23
5080	21722545	6	24	23
6678	21722545	6	24	19
6688	21722545	6	24	5
1057	21722302	3	44	5
6688	21722302	3	44	35
1984	21722302	4	25	10
6688	21722302	4	25	5
1984	21722302	5	12	8
2069	21722302	5	12	1
6688	21722302	5	12	10
1984	21722302	6	32	28
2069	21722302	6	32	9
6688	21721909	2	8	5
1984	21721909	3	16	3
28503	21721909	3	16	12
6688	21721909	3	16	14
6688	21721909	4	28	8
1984	21721909	5	39	7
6688	21721909	5	39	10
6688	21721909	6	14	11
6688	21721909	7	9	7
6688	21721909	8	36	32
6688	21721909	10	21	8
6688	21721909	11	25	14
6688	21721555	2	18	14
1984	21721555	3	40	2
4280	21721555	3	40	40
6688	21721555	3	40	8
1984	21721555	4	29	23
6688	21721555	4	29	22
1984	21721555	5	29	22
6688	21721555	5	29	3
81624	21721555	6	47	7
1984	21721555	6	47	24
5080	21721555	6	47	7
6688	21721555	6	47	12
81624	21721555	7	42	8
5080	21721555	7	42	8
6688	21721555	7	42	7
6688	21720849	3	17	3
6688	21720849	4	18	4
1984	21720849	5	30	26
6688	21720849	5	30	28
1984	21720849	7	15	10
9215	21720849	7	15	6
6688	21720849	7	15	12
6688	21720849	9	17	15
7173	21720849	9	17	1
6688	21720849	10	37	22
9215	21720849	11	47	4
6688	21720849	11	47	31
6688	21720849	12	22	3
1984	21719744	2	12	1
6688	21719744	2	12	4
1984	21719744	5	42	13
3033	21719744	5	42	21
6688	21719744	5	42	26
6688	21719744	6	43	17
22900	21719744	8	31	11
6688	21719744	8	31	10
1984	21719443	2	18	13
4780	21719443	2	18	4
6688	21719443	2	18	3
3036	21719443	4	16	3
6688	21719443	4	16	9
1984	21719443	5	20	5
3036	21719443	5	20	13
6688	21719443	5	20	9
4780	21719443	6	21	8
6688	21719443	6	21	6
1984	21719443	7	33	23
6688	21719443	7	33	2
4780	21719443	8	25	8
6688	21719443	8	25	6
9817	21719443	9	21	20
4780	21719443	9	21	11
6688	21719443	9	21	8
9817	21719443	10	14	13
1984	21719443	11	16	12
4780	21719443	11	16	9
6688	21719443	11	16	7
1984	21719443	12	25	4
4780	21719443	12	25	18
6688	21719443	12	25	16
6688	21719292	2	13	5
6688	21719292	3	18	9
3036	21719292	4	15	3
6688	21719292	5	19	11
3033	21719292	6	14	9
6688	21719292	6	14	5
1984	21719292	7	10	7
6678	21719292	8	23	13
6688	21719292	8	23	3
1984	21719292	11	15	7
6688	21719292	11	15	9
6678	21718966	2	19	8
6688	21718966	2	19	2
6688	21718966	3	24	5
613	21718966	4	30	6
1984	21718966	4	30	1
80210	21718966	8	21	6
6688	21718966	8	21	5
3033	21718966	9	27	10
1984	21718966	10	33	25
6688	21718966	10	33	31
10922	21718966	12	28	20
81624	21718966	13	28	5
1984	21718966	13	28	13
5080	21718966	13	28	5
6688	21718966	13	28	8
6678	21718966	14	15	3
6688	21718966	14	15	7
6688	21718949	2	16	8
6531	21718949	3	23	14
6688	21718949	3	23	21
4504	21718949	4	26	5
6688	21718949	5	17	14
6688	21718949	7	25	7
1984	21718949	8	22	3
6688	21718949	8	22	6
1984	21718949	9	21	16
6688	21718949	9	21	4
6688	21718949	10	24	9
1057	21718949	11	26	12
1984	21718949	11	26	4
6688	21718702	2	12	3
6688	21718702	3	17	8
81624	21718702	4	25	6
1984	21718702	4	25	14
5080	21718702	4	25	6
6688	21718702	4	25	22
1984	21718702	5	12	9
6688	21718702	6	17	9
6688	21718702	8	24	12
1984	21718277	2	14	9
6688	21718277	2	14	12
6678	21718277	3	16	8
6688	21718277	3	16	5
1984	21718277	4	18	1
6688	21718277	4	18	7
1984	21718277	5	26	15
6688	21718277	5	26	11
3033	21718277	6	22	12
1984	21718277	7	27	15
6688	21718277	7	27	10
6688	21718277	8	23	15
6678	21716022	2	18	15
81624	21716022	3	15	4
5080	21716022	3	15	4
6688	21716022	3	15	13
81624	21716022	4	18	1
3036	21716022	4	18	11
5080	21716022	4	18	1
6678	21716022	5	28	14
6688	21716022	5	28	3
1984	21716022	6	22	9
613	21716022	7	13	1
1984	21716022	8	15	9
6688	21716022	8	15	8
6678	21716022	9	30	23
7776	21716022	9	30	28
1984	21716022	10	37	4
6678	21716022	10	37	19
7776	21716022	10	37	29
6678	21716022	11	58	32
7776	21716022	11	58	44
3036	21716022	12	12	3
6678	21716022	12	12	7
6678	21716022	13	21	17
6688	21715213	3	19	9
6688	21715213	4	13	2
7276	21715213	5	29	13
6688	21715213	5	29	7
7276	21715213	6	12	8
1984	21715213	9	14	9
6688	21715213	9	14	3
7276	21715213	10	28	7
1984	21715213	10	28	20
6688	21715213	10	28	13
6688	21715213	11	15	2
3033	21715213	12	9	5
6688	21715213	13	13	1
1984	21715213	14	15	13
6688	21715213	14	15	3
7276	21715213	15	20	10
6688	21715213	15	20	4
7276	21715213	18	14	8
6688	21715166	3	12	2
161882	21715166	4	43	28
1984	21715166	4	43	4
2242	21715166	4	43	41
6678	21715166	4	43	11
6688	21715166	4	43	40
6688	21715166	7	14	3
6688	21715166	8	15	5
2242	21715166	9	17	6
6688	21715166	9	17	5
3033	21715166	10	21	2
1984	21715166	12	21	9
161882	21715166	13	18	17
1984	21715166	14	19	10
2242	21715166	14	19	8
6688	21715166	14	19	2
23400	21714071	2	6	1
23400	21714071	3	12	3
23400	21714071	4	13	10
6688	21714071	4	13	6
23400	21714071	5	13	1
1984	21714071	6	20	7
6688	21714071	6	20	9
23400	21714071	7	29	13
81624	21714071	7	29	18
1984	21714071	7	29	1
5080	21714071	7	29	18
6688	21714071	7	29	12
1984	21714071	8	14	2
6688	21714071	9	26	13
81624	21714071	10	17	7
5080	21714071	10	17	7
6688	21714071	10	17	10
6688	21714071	12	18	3
1984	21714071	13	33	7
6688	21714071	13	33	4
23400	21714071	14	15	8
6688	21714071	14	15	7
23400	21714071	15	12	5
81624	21714009	3	32	28
5080	21714009	3	32	28
6678	21714009	3	32	2
6688	21714009	3	32	7
6688	21714009	6	21	3
3033	21714009	7	28	8
6688	21714009	7	28	17
1984	21714009	8	21	8
6688	21714009	9	18	9
6688	21714003	2	8	3
120892	21712955	2	10	5
6688	21712955	2	10	4
1984	21712955	3	32	24
3036	21712955	3	32	5
6688	21712955	3	32	21
120892	21712955	5	31	5
6678	21712955	5	31	3
1984	21712955	6	23	2
120892	21712955	7	33	16
1984	21712955	7	33	21
6678	21712955	7	33	24
6688	21712955	8	30	2
81624	21712955	9	8	2
5080	21712955	9	8	2
6688	21712955	9	8	5
8011	21712955	10	23	4
6688	21712955	10	23	2
8011	21712955	11	22	4
6688	21712955	11	22	2
8011	21712955	12	36	9
6688	21712955	12	36	17
120892	21712955	13	33	7
1984	21712955	13	33	21
6688	21712955	13	33	16
1984	21712347	2	13	7
6688	21712347	2	13	11
1057	21712347	3	21	7
3036	21712347	3	21	11
6688	21712347	3	21	4
1984	21712347	5	32	16
6688	21712347	5	32	3
1057	21712347	6	30	14
6688	21712347	6	30	10
1057	21712347	7	35	9
6688	21712347	7	35	7
1057	21712347	8	21	4
6688	21712347	8	21	19
1057	21712347	9	18	9
3033	21712347	9	18	13
6678	21712347	9	18	16
6688	21712347	9	18	2
81624	21712347	10	32	26
1057	21712347	10	32	14
5080	21712347	10	32	26
6688	21712347	10	32	9
1057	21712347	11	58	8
6688	21712347	11	58	6
81624	21709601	2	20	5
1984	21709601	2	20	1
5080	21709601	2	20	5
6688	21709601	2	20	10
6688	21709601	4	21	8
3163	21709601	5	14	9
3163	21709601	6	24	14
6688	21709601	6	24	12
1984	21709601	7	24	3
3163	21709601	7	24	9
6688	21709601	7	24	7
1984	21709601	8	18	12
3163	21709601	8	18	17
6688	21709601	8	18	15
81624	21709601	10	23	15
3163	21709601	10	23	12
5080	21709601	10	23	15
6688	21709601	10	23	17
81624	21709594	2	10	8
5080	21709594	2	10	8
1984	21709594	4	11	4
6678	21709594	5	25	13
6688	21709594	5	25	5
4036	21709594	6	11	10
4036	21709594	7	18	11
5695	21709594	7	18	4
6688	21709594	7	18	9
1984	21709594	8	23	14
6688	21709594	8	23	6
5695	21709594	11	34	5
6688	21709594	11	34	10
4036	21709594	12	33	9
6678	21709594	12	33	25
6688	21709594	12	33	4
1984	21709594	13	21	7
4036	21709594	13	21	14
6688	21709594	13	21	3
81624	21709594	14	30	6
5080	21709594	14	30	6
1984	21709584	3	21	4
6688	21709584	3	21	7
6688	21709584	5	13	6
1984	21709584	6	29	11
6688	21709584	6	29	17
1984	21709584	8	29	18
6688	21709584	8	29	17
6688	21708898	2	10	4
6678	21708388	2	10	6
6688	21708388	2	10	2
1984	21708388	3	19	3
6688	21708388	3	19	6
6678	21708388	4	20	17
6688	21708388	4	20	8
6688	21708388	5	31	30
4036	21708388	6	37	33
6678	21708388	6	37	7
6688	21708388	6	37	10
1057	21708261	2	13	5
1057	21708261	3	15	6
6688	21708261	4	13	4
81624	21708261	5	36	5
1057	21708261	5	36	29
1984	21708261	5	36	16
5080	21708261	5	36	5
6688	21708261	5	36	11
1057	21708261	6	45	15
6688	21708261	6	45	9
81624	21708261	7	49	24
1984	21708261	7	49	18
5080	21708261	7	49	24
6688	21708261	7	49	12
51761	21708261	8	39	18
1984	21708261	9	14	8
6688	21708261	9	14	3
81624	21708261	10	29	19
1984	21708261	10	29	2
5080	21708261	10	29	19
6688	21708261	10	29	8
1057	21708261	11	30	10
1984	21708261	11	30	4
6688	21708261	11	30	16
81624	21707858	3	28	21
1984	21707858	3	28	3
5080	21707858	3	28	21
6688	21707858	3	28	24
922	21707858	5	28	2
1786	21707858	5	28	2
6688	21707858	5	28	3
6688	21707858	6	40	19
613	21707858	7	24	1
6688	21707858	8	14	4
81624	21707858	9	20	1
1984	21707858	9	20	6
5080	21707858	9	20	1
6688	21707858	9	20	3
613	21707858	11	33	31
6688	21707858	12	22	13
1984	21707858	13	35	1
6688	21707858	14	39	3
1984	21706828	2	17	6
6688	21706828	2	17	5
1984	21706828	4	22	12
6688	21706828	4	22	11
6688	21706828	5	52	4
6688	21706828	6	17	3
1984	21706828	7	21	9
6678	21706828	7	21	2
6688	21706828	7	21	5
6688	21706828	8	17	1
6678	21706828	9	14	5
6688	21706828	9	14	2
1984	21706828	10	20	1
6688	21706828	10	20	5
6688	21706828	12	44	2
6688	21706828	14	12	2
1984	21706376	2	17	15
1984	21706376	3	22	16
3036	21706376	3	22	12
6688	21706376	3	22	3
81624	21706376	4	15	13
3036	21706376	4	15	7
5080	21706376	4	15	13
1984	21706376	5	28	11
6678	21706376	5	28	1
6688	21706376	5	28	26
1984	21706376	6	21	9
6688	21706376	6	21	16
1984	21706376	9	23	18
1984	21705424	2	13	1
6688	21705424	3	16	9
6688	21705424	4	25	6
1984	21705424	10	21	4
81624	21705259	5	23	3
5080	21705259	5	23	3
6678	21705259	5	23	9
6688	21705259	5	23	6
6688	21705259	6	26	17
6688	21705259	7	6	2
637	21705259	8	8	8
8972	21705259	8	8	7
6688	21705259	9	5	1
613	21705259	11	7	6
1984	21705259	12	13	3
6688	21705259	13	16	7
6688	21705259	15	15	8
6688	21705259	17	20	8
1984	21705162	2	13	11
1984	21705162	3	19	13
6688	21705162	3	19	8
1984	21705162	4	15	3
6688	21705162	4	15	6
55364	21705162	6	9	7
6688	21705162	8	23	4
8731	21705162	9	16	8
6688	21705162	11	14	7
6678	21705162	14	29	15
6688	21705162	14	29	6
55364	21705162	15	11	4
6678	21705162	15	11	7
6688	21705162	15	11	5
6688	21705027	2	13	3
1984	21705027	3	26	8
6688	21705027	3	26	3
3036	21705027	5	19	3
1984	21705027	8	34	1
6688	21705027	8	34	8
81624	21705027	9	47	38
1984	21705027	9	47	28
5080	21705027	9	47	38
6688	21705027	9	47	44
6688	21705023	3	25	7
1984	21705023	4	12	7
6688	21705023	4	12	11
1984	21705023	5	26	8
6688	21705023	5	26	22
1984	21705023	6	26	13
6688	21705023	6	26	3
6688	21705023	8	45	31
6688	21705022	2	10	5
81624	21705022	3	34	15
5080	21705022	3	34	15
6688	21705022	3	34	9
81624	21705022	4	29	8
5080	21705022	4	29	8
6688	21705022	4	29	7
55024	21705022	5	29	19
1984	21705022	5	29	10
6688	21705022	5	29	13
6688	21705022	7	25	10
6531	21705022	9	23	22
6688	21705022	9	23	5
1984	21705022	11	18	7
6688	21705022	11	18	9
6688	21705020	2	6	2
81624	21705020	3	23	5
5080	21705020	3	23	5
6688	21705020	3	23	2
6688	21705020	5	20	4
6688	21705020	6	10	9
1984	21705020	7	8	1
1984	21705020	8	33	18
6688	21705020	8	33	2
6688	21705020	9	10	9
1984	21705020	11	15	3
6678	21705020	11	15	8
6688	21705020	11	15	10
6688	21705020	12	20	6
55364	21705020	13	31	22
6678	21705020	13	31	26
6688	21705020	13	31	10
6688	21704798	2	11	2
161882	21704798	3	40	26
6688	21704798	3	40	7
6688	21704798	6	24	12
161882	21704798	9	7	1
92344	21704798	10	17	16
6688	21704798	11	25	14
6688	21704798	12	19	2
1984	21704798	13	20	1
6688	21704798	13	20	11
161882	21704798	14	19	4
81624	21704798	14	19	8
5080	21704798	14	19	8
6688	21704798	14	19	11
161882	21704798	15	17	1
6688	21704798	15	17	11
6688	21704797	2	15	4
1984	21704797	3	35	19
6678	21704797	3	35	3
6688	21704797	3	35	9
1984	21704797	8	15	11
6688	21704797	8	15	13
1984	21704797	9	41	18
3033	21704797	9	41	10
6688	21704797	9	41	6
1984	21704797	10	16	7
6688	21704797	10	16	11
6678	21704797	14	31	13
1984	21704797	15	24	4
6688	21704673	2	14	3
81624	21704673	3	30	1
3036	21704673	3	30	11
9215	21704673	3	30	3
5080	21704673	3	30	1
6678	21704673	3	30	7
6688	21704673	3	30	5
6678	21704673	4	18	11
6688	21704673	4	18	7
1984	21704673	5	15	5
6688	21704673	5	15	9
1984	21704673	7	22	3
6688	21704673	7	22	16
1984	21704673	8	16	1
6688	21704673	9	25	24
6688	21704337	2	18	4
1984	21704337	3	16	5
3036	21704337	3	16	4
6688	21704337	4	22	11
1984	21704337	5	29	5
9215	21704337	5	29	6
6688	21704337	5	29	8
120892	21704337	6	30	29
1984	21704337	6	30	7
6688	21704337	6	30	15
120892	21704337	7	30	19
1984	21704337	7	30	27
6688	21704337	7	30	9
1984	21704337	8	38	15
6678	21704337	8	38	6
6688	21704337	8	38	17
6688	21704337	9	16	11
1984	21704337	10	17	14
6688	21704337	11	10	4
6688	21704337	12	28	9
1984	21704337	13	21	1
6678	21704337	13	21	14
6688	21704337	13	21	4
6688	21704337	15	14	13
55364	21704337	16	22	17
1984	21704337	16	22	20
6688	21704337	16	22	18
1057	21704161	3	42	33
6688	21704161	3	42	3
